timestamp,strain_microstrain,tilt_deg,vibration_g,displacement_mm,node1_tilt_x,node1_tilt_y,node2_tilt_x,node2_tilt_y,node3_tilt_x,node3_tilt_y,node1_tilt_resultant,node2_tilt_resultant,node3_tilt_resultant,transient_accel_g,rms_vibration_g,anomaly_score,sensor_status,zone_id,hazard_zone
2026-03-01 00:14:16,181.3,0.126,0.0481,1.501,-0.001,0.001,0.118,0.043,-0.007,0.034,0.002,0.126,0.035,0.0214,0.0481,0.3244,NOMINAL,0,ZONE_A
2026-03-01 09:49:24,992.7,8.392,1.3176,13.989,2.871,2.486,5.976,5.891,1.134,0.823,3.798,8.392,1.401,1.3176,0.8862,0.8056,CRITICAL,2,ZONE_C
2026-03-01 07:33:30,1109.19,8.053,1.6401,17.201,1.798,1.992,6.154,5.194,0.729,0.629,2.684,8.053,0.963,0.8743,1.6401,0.8567,CRITICAL,2,ZONE_C
2026-03-01 08:58:02,1055.18,6.1,0.62,13.106,2.907,2.119,5.345,2.939,1.339,0.548,3.597,6.1,1.447,0.62,0.615,0.86,CRITICAL,2,ZONE_C
2026-03-01 03:24:40,320.0,2.168,0.4438,2.852,0.311,0.279,1.847,1.135,0.176,0.09,0.418,2.168,0.198,0.1597,0.4438,0.3743,CAUTION,1,ZONE_B
2026-03-01 02:37:00,156.73,0.15,0.0367,1.215,0.017,-0.029,0.119,0.092,-0.018,0.029,0.034,0.15,0.034,0.002,0.0367,0.1384,NOMINAL,0,ZONE_A
2026-03-01 07:50:26,1164.52,8.323,2.0273,20.099,2.243,3.353,5.877,5.894,1.33,1.055,4.034,8.323,1.697,1.4235,2.0273,0.7774,CRITICAL,2,ZONE_C
2026-03-01 07:35:24,1294.82,7.852,1.4875,17.404,1.872,2.878,5.773,5.323,0.74,1.415,3.433,7.852,1.597,1.4875,1.1081,0.9049,CRITICAL,2,ZONE_C
2026-03-01 01:33:04,196.14,0.158,0.0315,1.223,0.02,0.01,0.148,0.056,-0.007,0.008,0.023,0.158,0.011,0.005,0.0315,0.2158,NOMINAL,0,ZONE_A
2026-03-01 03:41:08,509.92,1.794,0.4123,5.612,0.309,0.373,1.53,0.937,0.23,0.229,0.484,1.794,0.325,0.1368,0.4123,0.5773,CAUTION,1,ZONE_B
2026-03-01 04:31:32,526.15,2.134,0.3319,4.399,0.212,0.357,1.641,1.364,0.177,0.088,0.415,2.134,0.198,0.288,0.3319,0.5931,CAUTION,1,ZONE_B
2026-03-01 08:57:18,760.0,7.763,2.8156,19.129,1.254,1.99,5.474,5.505,0.944,0.641,2.352,7.763,1.141,0.62,2.8156,0.8526,CRITICAL,2,ZONE_C
2026-03-01 08:55:42,1302.4,7.197,1.57,16.453,2.657,1.981,5.584,4.54,0.793,0.451,3.314,7.197,0.913,1.0885,1.57,0.7809,CRITICAL,2,ZONE_C
2026-03-01 04:58:50,451.47,1.808,0.4584,5.876,0.658,0.31,1.482,1.036,0.211,0.169,0.727,1.808,0.27,0.1105,0.4584,0.3922,CAUTION,1,ZONE_B
2026-03-01 01:10:34,101.15,0.168,0.022,0.974,0.03,-0.007,0.121,0.117,-0.038,0.004,0.031,0.168,0.038,0.0066,0.022,0.138,NOMINAL,0,ZONE_A
2026-03-01 09:40:50,760.0,5.554,1.6086,19.27,2.102,2.139,4.599,3.113,1.376,0.622,2.999,5.554,1.51,0.62,1.6086,0.8394,CRITICAL,2,ZONE_C
2026-03-01 02:23:12,127.13,0.192,0.0414,1.365,0.009,-0.014,0.179,0.072,-0.0,0.038,0.017,0.192,0.038,0.0023,0.0414,0.2527,NOMINAL,0,ZONE_A
2026-03-01 03:23:32,565.04,3.135,0.3638,2.5,0.529,0.382,2.805,1.401,0.171,0.19,0.652,3.135,0.256,0.1393,0.3638,0.6739,CAUTION,1,ZONE_B
2026-03-01 04:11:58,531.96,2.788,0.3815,3.5,0.654,0.489,2.489,1.257,0.193,0.129,0.816,2.788,0.232,0.1368,0.3815,0.4927,CAUTION,1,ZONE_B
2026-03-01 03:55:44,524.5,2.472,0.3723,6.45,0.439,0.31,1.951,1.518,0.304,0.078,0.537,2.472,0.314,0.1497,0.3723,0.6379,CAUTION,1,ZONE_B
2026-03-01 04:05:34,478.32,2.067,0.4911,5.955,0.551,0.375,1.762,1.081,0.184,0.146,0.667,2.067,0.235,0.1558,0.4911,0.6488,CAUTION,1,ZONE_B
2026-03-01 04:12:58,481.15,2.468,0.314,3.554,0.768,0.203,1.94,1.525,0.27,0.195,0.794,2.468,0.333,0.1452,0.314,0.4926,CAUTION,1,ZONE_B
2026-03-01 09:04:36,1219.84,7.478,1.5447,16.764,2.374,2.52,5.65,4.899,1.177,0.699,3.462,7.478,1.369,1.5447,1.2761,0.9869,CRITICAL,2,ZONE_C
2026-03-01 08:19:18,850.15,6.216,1.937,11.111,2.856,2.91,4.493,4.295,1.31,0.558,4.077,6.216,1.424,0.752,1.937,0.8728,CRITICAL,2,ZONE_C
2026-03-01 00:36:42,126.08,0.161,0.0217,1.083,0.016,-0.013,0.144,0.071,-0.01,0.043,0.021,0.161,0.044,0.0217,0.005,0.2568,NOMINAL,0,ZONE_A
2026-03-01 07:46:34,932.11,7.98,1.4437,14.673,1.927,1.995,6.164,5.069,0.713,0.375,2.774,7.98,0.805,0.6657,1.4437,0.8239,CRITICAL,2,ZONE_C
2026-03-01 06:33:08,461.27,1.866,0.328,5.848,0.399,0.365,1.539,1.055,0.048,0.075,0.541,1.866,0.089,0.1503,0.328,0.4704,CAUTION,1,ZONE_B
2026-03-01 02:32:08,153.29,0.112,0.0411,0.861,0.042,-0.031,0.096,0.057,-0.003,0.047,0.052,0.112,0.047,0.0068,0.0411,0.1271,NOMINAL,0,ZONE_A
2026-03-01 02:47:44,121.38,0.194,0.0259,1.305,0.035,-0.029,0.18,0.072,0.004,0.035,0.045,0.194,0.036,0.0255,0.0259,0.2944,NOMINAL,0,ZONE_A
2026-03-01 00:39:24,150.26,0.161,0.0541,1.574,0.02,0.004,0.148,0.064,-0.026,-0.002,0.02,0.161,0.026,0.002,0.0541,0.2666,NOMINAL,0,ZONE_A
2026-03-01 08:47:16,896.49,8.45,1.6074,11.886,1.627,1.811,5.774,6.17,0.942,0.781,2.435,8.45,1.224,0.664,1.6074,0.9385,CRITICAL,2,ZONE_C
2026-03-01 09:16:48,1021.56,8.725,1.6244,17.668,2.068,3.121,7.114,5.051,1.668,0.698,3.743,8.725,1.808,0.9395,1.6244,0.7122,CRITICAL,2,ZONE_C
2026-03-01 04:09:54,522.41,2.242,0.4114,3.511,0.331,0.517,1.827,1.3,0.112,0.128,0.613,2.242,0.17,0.1258,0.4114,0.4544,CAUTION,1,ZONE_B
2026-03-01 09:12:30,1182.68,7.432,1.103,18.663,2.762,2.071,6.383,3.808,1.246,0.955,3.452,7.432,1.57,0.7158,1.103,0.9459,CRITICAL,2,ZONE_C
2026-03-01 02:38:24,79.07,0.081,0.0351,1.515,0.036,-0.012,0.079,0.014,-0.021,0.029,0.038,0.081,0.036,0.0129,0.0351,0.2703,NOMINAL,0,ZONE_A
2026-03-01 08:22:04,1251.24,7.663,2.1339,21.201,2.492,2.581,5.074,5.743,0.893,1.29,3.588,7.663,1.569,1.0139,2.1339,0.8829,CRITICAL,2,ZONE_C
2026-03-01 02:50:12,168.68,0.142,0.0397,1.328,0.019,0.005,0.121,0.074,0.025,0.023,0.019,0.142,0.034,0.0022,0.0397,0.1095,NOMINAL,0,ZONE_A
2026-03-01 03:19:48,106.93,0.142,0.018,1.178,0.033,-0.008,0.132,0.052,-0.038,0.01,0.034,0.142,0.039,0.002,0.018,0.3132,NOMINAL,0,ZONE_A
2026-03-01 01:19:54,129.05,0.18,0.0427,1.14,0.009,-0.024,0.18,0.007,-0.026,0.042,0.025,0.18,0.049,0.0205,0.0427,0.1666,NOMINAL,0,ZONE_A
2026-03-01 00:05:00,142.34,0.153,0.036,1.281,-0.003,-0.018,0.152,0.022,-0.006,-0.0,0.018,0.153,0.006,0.0075,0.036,0.1479,NOMINAL,0,ZONE_A
2026-03-01 00:23:16,128.94,0.182,0.0743,1.21,0.027,0.002,0.171,0.062,-0.03,0.015,0.027,0.182,0.033,0.004,0.0743,0.2756,NOMINAL,0,ZONE_A
2026-03-01 01:51:34,183.05,0.142,0.043,1.25,0.006,-0.036,0.108,0.092,0.009,-0.008,0.036,0.142,0.012,0.009,0.043,0.1506,NOMINAL,0,ZONE_A
2026-03-01 06:10:38,540.68,2.039,0.3887,5.16,0.394,0.284,1.523,1.356,0.112,0.15,0.486,2.039,0.188,0.2179,0.3887,0.4281,CAUTION,1,ZONE_B
2026-03-01 09:00:34,847.03,7.768,0.9408,12.217,2.927,2.116,6.574,4.139,0.686,0.123,3.611,7.768,0.697,0.6548,0.9408,0.8929,CRITICAL,2,ZONE_C
2026-03-01 04:21:56,477.83,2.371,0.3222,5.899,0.586,0.267,2.09,1.121,0.317,0.127,0.644,2.371,0.341,0.1397,0.3222,0.4254,CAUTION,1,ZONE_B
2026-03-01 02:12:42,177.4,0.113,0.0517,1.065,0.012,-0.003,0.091,0.066,-0.012,0.031,0.013,0.113,0.033,0.0517,0.0324,0.2659,NOMINAL,0,ZONE_A
2026-03-01 06:12:56,337.83,2.279,0.5022,5.346,0.364,0.32,1.787,1.415,0.134,0.11,0.484,2.279,0.173,0.2331,0.5022,0.6202,CAUTION,1,ZONE_B
2026-03-01 01:19:00,116.76,0.161,0.0328,0.608,-0.006,-0.021,0.156,0.043,-0.004,0.011,0.021,0.161,0.012,0.0041,0.0328,0.0981,NOMINAL,0,ZONE_A
2026-03-01 01:36:32,104.75,0.173,0.0411,0.959,0.003,-0.028,0.118,0.127,0.001,0.035,0.028,0.173,0.035,0.0035,0.0411,0.2175,NOMINAL,0,ZONE_A
2026-03-01 04:02:06,528.8,2.536,0.1814,4.816,0.532,0.208,2.266,1.14,0.177,0.104,0.571,2.536,0.206,0.08,0.1814,0.6521,CAUTION,1,ZONE_B
2026-03-01 03:28:46,506.07,2.193,0.4155,5.922,0.771,0.374,1.485,1.614,0.161,0.049,0.857,2.193,0.168,0.2171,0.4155,0.3894,CAUTION,1,ZONE_B
2026-03-01 07:19:22,871.45,8.559,1.7375,11.498,1.859,1.326,5.53,6.533,1.231,0.586,2.284,8.559,1.364,0.8675,1.7375,0.941,CRITICAL,2,ZONE_C
2026-03-01 09:26:28,1165.0,8.797,1.8123,8.1,2.157,2.353,6.748,5.644,0.914,0.222,3.192,8.797,0.941,0.62,1.8123,0.8871,CRITICAL,2,ZONE_C
2026-03-01 01:55:54,118.83,0.165,0.0566,0.988,0.016,-0.008,0.134,0.097,-0.015,0.028,0.017,0.165,0.032,0.019,0.0566,0.2305,NOMINAL,0,ZONE_A
2026-03-01 04:40:28,677.82,2.103,0.4323,6.164,0.411,0.257,1.78,1.12,0.348,0.177,0.485,2.103,0.39,0.1974,0.4323,0.587,CAUTION,1,ZONE_B
2026-03-01 08:17:06,1024.19,6.989,1.2134,19.155,1.657,2.897,6.036,3.522,0.957,0.715,3.337,6.989,1.195,0.9138,1.2134,0.9798,CRITICAL,2,ZONE_C
2026-03-01 07:21:56,1163.42,7.54,1.7163,14.051,3.277,1.977,4.803,5.813,0.256,1.096,3.827,7.54,1.125,0.7989,1.7163,0.9861,CRITICAL,2,ZONE_C
2026-03-01 02:24:38,178.99,0.201,0.075,1.859,0.038,-0.001,0.192,0.058,-0.011,0.004,0.038,0.201,0.012,0.075,0.0503,0.3003,NOMINAL,0,ZONE_A
2026-03-01 00:25:42,105.72,0.092,0.0347,0.534,0.025,-0.019,0.091,0.017,-0.017,0.036,0.032,0.092,0.04,0.0149,0.0347,0.2124,NOMINAL,0,ZONE_A
2026-03-01 01:39:00,91.76,0.134,0.0301,1.349,0.02,0.013,0.129,0.038,-0.038,0.032,0.024,0.134,0.05,0.002,0.0301,0.106,NOMINAL,0,ZONE_A
2026-03-01 05:29:52,599.95,1.853,0.2966,3.763,0.437,0.302,1.487,1.106,0.176,0.05,0.531,1.853,0.183,0.1386,0.2966,0.6594,CAUTION,1,ZONE_B
2026-03-01 09:03:28,1117.91,6.745,1.8843,19.001,2.585,2.22,3.596,5.706,0.214,0.774,3.407,6.745,0.803,1.022,1.8843,0.7279,CRITICAL,2,ZONE_C
2026-03-01 05:32:42,474.18,2.199,0.4852,5.314,0.421,0.27,1.67,1.43,0.246,0.069,0.5,2.199,0.255,0.1732,0.4852,0.4076,CAUTION,1,ZONE_B
2026-03-01 06:40:22,993.07,6.569,1.431,13.18,1.49,2.177,3.94,5.257,1.132,0.871,2.639,6.569,1.428,1.0546,1.431,0.8198,CRITICAL,2,ZONE_C
2026-03-01 00:38:04,118.86,0.143,0.0321,1.177,0.03,-0.008,0.134,0.05,-0.003,0.042,0.031,0.143,0.042,0.0183,0.0321,0.2049,NOMINAL,0,ZONE_A
2026-03-01 09:39:52,1312.55,7.97,1.2202,12.669,3.074,1.629,5.156,6.077,0.358,0.643,3.479,7.97,0.736,0.62,1.2202,0.8693,CRITICAL,2,ZONE_C
2026-03-01 09:39:24,905.83,8.437,1.1986,8.1,2.268,1.569,5.892,6.038,0.979,1.001,2.758,8.437,1.4,0.9634,1.1986,0.8536,CRITICAL,2,ZONE_C
2026-03-01 06:12:04,334.92,2.845,0.4533,5.067,0.552,0.102,1.972,2.051,0.139,0.092,0.562,2.845,0.167,0.1735,0.4533,0.4499,CAUTION,1,ZONE_B
2026-03-01 07:21:34,1124.31,7.536,2.1507,11.876,1.905,2.561,5.438,5.217,0.459,0.692,3.192,7.536,0.83,1.008,2.1507,0.8971,CRITICAL,2,ZONE_C
2026-03-01 01:35:00,154.05,0.128,0.0388,1.599,0.041,-0.004,0.127,0.014,-0.019,0.016,0.041,0.128,0.025,0.002,0.0388,0.0796,NOMINAL,0,ZONE_A
2026-03-01 00:18:06,127.05,0.128,0.0355,0.943,0.002,-0.043,0.111,0.064,-0.011,0.018,0.043,0.128,0.021,0.0067,0.0355,0.295,NOMINAL,0,ZONE_A
2026-03-01 06:44:12,760.0,9.929,1.4776,14.944,2.543,2.424,7.32,6.708,0.999,1.377,3.513,9.929,1.702,0.62,1.4776,0.7594,CRITICAL,2,ZONE_C
2026-03-01 02:20:22,152.3,0.131,0.0574,0.774,0.021,-0.011,0.123,0.044,-0.012,0.02,0.024,0.131,0.024,0.0286,0.0574,0.0888,NOMINAL,0,ZONE_A
2026-03-01 05:23:46,560.09,2.315,0.4364,7.093,0.55,0.415,1.714,1.556,0.229,0.112,0.689,2.315,0.255,0.146,0.4364,0.6235,CAUTION,1,ZONE_B
2026-03-01 07:46:50,1043.19,8.621,1.3451,20.208,1.979,0.928,7.545,4.171,0.745,0.92,2.186,8.621,1.184,0.62,1.3451,0.7952,CRITICAL,2,ZONE_C
2026-03-01 09:38:54,988.9,9.36,1.1878,20.463,2.327,2.451,7.054,6.153,1.041,0.323,3.38,9.36,1.09,0.9258,1.1878,0.9883,CRITICAL,2,ZONE_C
2026-03-01 03:02:08,158.13,0.11,0.0293,1.358,0.031,0.004,0.097,0.052,-0.006,0.014,0.031,0.11,0.015,0.002,0.0293,0.1038,NOMINAL,0,ZONE_A
2026-03-01 03:54:46,430.67,1.651,0.4666,4.722,0.494,0.18,1.337,0.969,0.176,0.189,0.526,1.651,0.259,0.08,0.4666,0.4487,CAUTION,1,ZONE_B
2026-03-01 01:27:06,165.1,0.154,0.0159,0.914,0.045,-0.004,0.151,0.025,-0.0,-0.001,0.045,0.154,0.001,0.0159,0.0112,0.2232,NOMINAL,0,ZONE_A
2026-03-01 08:52:38,1027.76,7.668,1.2737,17.462,2.176,1.637,6.303,4.367,0.892,0.452,2.724,7.668,1.0,1.0962,1.2737,0.7954,CRITICAL,2,ZONE_C
2026-03-01 02:40:44,146.53,0.121,0.0421,0.809,0.014,-0.005,0.047,0.112,-0.03,0.048,0.014,0.121,0.057,0.0035,0.0421,0.0938,NOMINAL,0,ZONE_A
2026-03-01 09:18:34,1132.9,9.214,0.9645,19.83,3.578,2.487,6.498,6.533,0.527,1.126,4.357,9.214,1.243,0.62,0.9645,0.9823,CRITICAL,2,ZONE_C
2026-03-01 09:53:28,1081.55,6.621,1.9831,14.433,3.203,2.215,4.694,4.67,1.167,0.846,3.894,6.621,1.441,1.1971,1.9831,0.8362,CRITICAL,2,ZONE_C
2026-03-01 02:44:32,201.95,0.168,0.0275,1.152,-0.018,-0.046,0.168,0.005,-0.018,0.002,0.05,0.168,0.018,0.0245,0.0275,0.1229,NOMINAL,0,ZONE_A
2026-03-01 09:42:22,976.92,6.482,0.6462,16.061,1.627,2.577,5.312,3.714,0.207,0.44,3.048,6.482,0.486,0.6462,0.61,0.883,CRITICAL,2,ZONE_C
2026-03-01 03:22:22,498.73,2.431,0.2452,4.75,0.384,0.305,2.085,1.249,-0.052,0.162,0.49,2.431,0.17,0.1927,0.2452,0.5103,CAUTION,1,ZONE_B
2026-03-01 02:43:52,191.37,0.146,0.0447,0.988,0.022,-0.021,0.119,0.085,-0.003,0.041,0.03,0.146,0.041,0.005,0.0447,0.1704,NOMINAL,0,ZONE_A
2026-03-01 00:11:46,203.95,0.151,0.0331,1.4,0.008,-0.04,0.126,0.084,-0.012,0.013,0.041,0.151,0.018,0.0027,0.0331,0.1672,NOMINAL,0,ZONE_A
2026-03-01 00:24:54,121.95,0.137,0.0418,1.489,0.019,-0.009,0.109,0.083,0.002,0.025,0.021,0.137,0.025,0.0315,0.0418,0.1431,NOMINAL,0,ZONE_A
2026-03-01 04:09:22,544.63,2.493,0.3722,6.288,0.197,0.529,1.948,1.555,0.116,0.013,0.565,2.493,0.116,0.1518,0.3722,0.5649,CAUTION,1,ZONE_B
2026-03-01 07:08:32,934.65,8.291,2.289,18.686,2.322,2.265,7.286,3.956,0.881,0.682,3.244,8.291,1.114,1.194,2.289,0.9689,CRITICAL,2,ZONE_C
2026-03-01 08:18:02,1170.78,7.17,1.4583,17.846,2.111,1.937,6.217,3.571,1.155,0.767,2.865,7.17,1.386,1.4583,1.2868,0.7527,CRITICAL,2,ZONE_C
2026-03-01 05:49:56,490.95,2.357,0.3048,4.554,0.568,0.366,2.15,0.964,0.124,0.17,0.676,2.357,0.21,0.2032,0.3048,0.3834,CAUTION,1,ZONE_B
2026-03-01 05:34:02,492.29,1.408,0.3062,5.126,0.552,0.209,1.031,0.959,0.064,0.202,0.59,1.408,0.212,0.1019,0.3062,0.4186,CAUTION,1,ZONE_B
2026-03-01 05:57:40,498.85,2.123,0.4747,5.644,0.404,0.38,1.585,1.412,0.106,0.127,0.555,2.123,0.165,0.125,0.4747,0.3738,CAUTION,1,ZONE_B
2026-03-01 05:11:08,602.23,1.861,0.4917,4.442,0.67,0.25,1.688,0.783,0.246,0.066,0.715,1.861,0.255,0.1477,0.4917,0.5964,CAUTION,1,ZONE_B
2026-03-01 09:37:24,1016.35,7.356,2.0919,18.737,2.597,1.642,4.648,5.701,1.421,0.905,3.072,7.356,1.684,1.301,2.0919,0.7344,CRITICAL,2,ZONE_C
2026-03-01 05:06:46,544.73,2.386,0.3342,2.5,0.547,0.545,2.034,1.248,0.172,0.216,0.772,2.386,0.276,0.1934,0.3342,0.5238,CAUTION,1,ZONE_B
2026-03-01 06:07:36,606.32,2.231,0.3608,4.697,0.664,0.156,1.981,1.026,0.137,0.21,0.682,2.231,0.251,0.1384,0.3608,0.6584,CAUTION,1,ZONE_B
2026-03-01 06:44:14,760.0,9.51,1.3436,16.379,0.951,2.879,4.952,8.119,0.92,0.9,3.032,9.51,1.287,0.62,1.3436,0.8561,CRITICAL,2,ZONE_C
2026-03-01 03:39:14,708.9,1.885,0.2684,4.38,0.601,0.351,1.404,1.257,0.186,0.211,0.696,1.885,0.281,0.1539,0.2684,0.5868,CAUTION,1,ZONE_B
2026-03-01 03:03:58,160.28,0.159,0.0494,1.418,0.011,-0.012,0.141,0.074,-0.001,-0.007,0.016,0.159,0.007,0.0064,0.0494,0.1361,NOMINAL,0,ZONE_A
2026-03-01 09:42:42,880.65,5.654,0.9562,15.818,2.713,2.578,2.631,5.005,0.959,0.784,3.743,5.654,1.239,0.62,0.9562,0.7502,CRITICAL,2,ZONE_C
2026-03-01 01:52:04,161.16,0.189,0.0449,0.875,0.024,-0.01,0.165,0.093,-0.004,0.021,0.026,0.189,0.021,0.0064,0.0449,0.2008,NOMINAL,0,ZONE_A
2026-03-01 01:26:44,139.92,0.178,0.0338,0.491,0.027,-0.025,0.177,0.016,-0.009,-0.013,0.037,0.178,0.016,0.0282,0.0338,0.1557,NOMINAL,0,ZONE_A
2026-03-01 00:23:36,148.77,0.113,0.0299,1.383,0.016,-0.022,0.096,0.06,-0.026,0.012,0.027,0.113,0.029,0.0125,0.0299,0.1698,NOMINAL,0,ZONE_A
2026-03-01 07:25:02,1071.66,6.213,1.569,18.613,1.766,2.057,4.847,3.886,1.869,1.015,2.711,6.213,2.127,1.1437,1.569,0.9625,CRITICAL,2,ZONE_C
2026-03-01 04:02:48,387.85,2.044,0.3534,5.35,0.467,0.224,1.606,1.263,0.201,0.087,0.518,2.044,0.219,0.159,0.3534,0.6746,CAUTION,1,ZONE_B
2026-03-01 06:59:36,955.52,7.683,1.0661,13.236,3.081,2.335,4.044,6.532,1.518,1.201,3.866,7.683,1.936,1.0131,1.0661,0.8978,CRITICAL,2,ZONE_C
2026-03-01 05:45:36,447.26,2.594,0.4575,2.5,0.52,0.349,2.196,1.382,0.39,0.099,0.626,2.594,0.402,0.125,0.4575,0.5992,CAUTION,1,ZONE_B
2026-03-01 09:25:36,1198.06,8.465,1.9668,13.08,3.455,2.385,7.321,4.251,0.807,0.67,4.198,8.465,1.049,1.3009,1.9668,0.8312,CRITICAL,2,ZONE_C
2026-03-01 08:34:24,1146.71,8.183,1.554,16.547,2.541,2.238,7.491,3.294,1.153,0.692,3.386,8.183,1.345,1.1592,1.554,0.8502,CRITICAL,2,ZONE_C
2026-03-01 03:02:26,127.02,0.063,0.0629,1.228,0.011,-0.016,0.028,0.057,-0.002,0.02,0.019,0.063,0.02,0.0629,0.0295,0.1432,NOMINAL,0,ZONE_A
2026-03-01 05:30:34,504.73,1.794,0.3018,4.225,0.762,0.212,1.463,1.038,0.142,0.188,0.791,1.794,0.236,0.1431,0.3018,0.3993,CAUTION,1,ZONE_B
2026-03-01 02:26:02,144.57,0.132,0.0476,1.29,0.019,-0.009,0.117,0.061,-0.031,0.031,0.021,0.132,0.044,0.0179,0.0476,0.2778,NOMINAL,0,ZONE_A
2026-03-01 03:21:08,675.39,2.08,0.3327,4.844,0.71,0.365,1.663,1.25,0.139,0.092,0.798,2.08,0.167,0.1256,0.3327,0.3776,CAUTION,1,ZONE_B
2026-03-01 08:14:26,914.66,9.196,0.937,15.882,2.643,1.967,8.269,4.023,1.28,0.354,3.295,9.196,1.329,0.937,0.9154,0.9352,CRITICAL,2,ZONE_C
2026-03-01 09:52:38,988.61,8.726,1.6438,8.1,1.608,2.741,5.125,7.063,1.32,0.853,3.178,8.726,1.571,0.9649,1.6438,0.9439,CRITICAL,2,ZONE_C
2026-03-01 02:21:04,154.53,0.074,0.0137,1.246,0.033,-0.02,0.018,0.072,-0.034,0.034,0.039,0.074,0.048,0.002,0.0137,0.2115,NOMINAL,0,ZONE_A
2026-03-01 06:59:32,987.42,8.504,2.0211,16.782,2.547,1.776,5.153,6.765,1.15,0.637,3.105,8.504,1.315,0.8159,2.0211,0.8141,CRITICAL,2,ZONE_C
2026-03-01 06:39:06,534.92,2.43,0.4019,5.241,0.523,0.422,2.007,1.369,0.379,0.223,0.672,2.43,0.44,0.0822,0.4019,0.5023,CAUTION,1,ZONE_B
2026-03-01 07:22:16,958.22,9.531,1.4482,20.752,1.397,1.224,8.123,4.985,0.793,1.08,1.857,9.531,1.34,1.0793,1.4482,0.9508,CRITICAL,2,ZONE_C
2026-03-01 04:11:10,458.57,2.439,0.423,3.701,0.71,0.585,2.065,1.297,0.131,0.137,0.92,2.439,0.19,0.1565,0.423,0.5516,CAUTION,1,ZONE_B
2026-03-01 01:39:50,157.86,0.108,0.0286,0.979,0.023,0.015,0.092,0.058,-0.026,0.009,0.028,0.108,0.028,0.0286,0.022,0.2558,NOMINAL,0,ZONE_A
2026-03-01 02:59:30,136.74,0.067,0.0359,1.632,0.026,0.022,0.045,0.05,-0.037,0.025,0.033,0.067,0.045,0.011,0.0359,0.1757,NOMINAL,0,ZONE_A
2026-03-01 09:11:42,1081.0,7.664,1.5451,13.415,2.542,1.58,4.876,5.913,0.67,0.438,2.993,7.664,0.8,1.1246,1.5451,0.8664,CRITICAL,2,ZONE_C
2026-03-01 09:50:10,1046.08,8.068,1.3866,14.588,1.662,2.545,6.147,5.227,0.81,0.833,3.04,8.068,1.162,0.7928,1.3866,0.8424,CRITICAL,2,ZONE_C
2026-03-01 08:13:16,885.16,7.926,1.1649,17.145,2.396,1.867,6.991,3.734,0.815,0.533,3.038,7.926,0.974,0.62,1.1649,0.8752,CRITICAL,2,ZONE_C
2026-03-01 00:50:00,206.66,0.102,0.0604,1.098,0.049,0.012,0.102,-0.0,-0.013,0.01,0.051,0.102,0.017,0.0143,0.0604,0.102,NOMINAL,0,ZONE_A
2026-03-01 08:44:26,1108.44,8.417,1.355,19.586,3.289,2.621,6.772,4.999,0.653,1.02,4.206,8.417,1.211,0.62,1.355,0.7243,CRITICAL,2,ZONE_C
2026-03-01 01:43:32,177.91,0.154,0.0419,0.67,-0.003,0.02,0.132,0.079,0.007,0.012,0.02,0.154,0.014,0.0161,0.0419,0.1562,NOMINAL,0,ZONE_A
2026-03-01 08:03:32,868.04,6.804,1.6539,13.258,2.68,1.293,5.273,4.3,0.723,0.907,2.976,6.804,1.16,0.62,1.6539,0.8667,CRITICAL,2,ZONE_C
2026-03-01 01:53:34,115.68,0.139,0.049,1.084,0.035,-0.007,0.126,0.058,-0.031,-0.001,0.035,0.139,0.031,0.0162,0.049,0.2475,NOMINAL,0,ZONE_A
2026-03-01 00:45:24,190.8,0.131,0.0238,1.189,0.007,-0.019,0.124,0.041,-0.027,0.038,0.02,0.131,0.046,0.0114,0.0238,0.238,NOMINAL,0,ZONE_A
2026-03-01 07:45:26,950.22,7.227,1.2478,17.435,1.471,2.296,6.246,3.635,0.846,0.828,2.726,7.227,1.184,1.0223,1.2478,0.854,CRITICAL,2,ZONE_C
2026-03-01 07:59:38,928.12,9.043,1.4106,16.276,2.281,2.296,7.454,5.12,1.123,1.03,3.236,9.043,1.524,1.1995,1.4106,0.8574,CRITICAL,2,ZONE_C
2026-03-01 06:57:42,1021.53,8.88,1.3923,12.311,1.283,1.268,7.865,4.122,0.909,0.608,1.804,8.88,1.094,1.3923,0.8605,0.8565,CRITICAL,2,ZONE_C
2026-03-01 01:57:22,168.33,0.084,0.0296,0.643,0.012,-0.012,0.06,0.058,-0.009,0.031,0.017,0.084,0.033,0.005,0.0296,0.3195,NOMINAL,0,ZONE_A
2026-03-01 03:38:36,420.42,1.814,0.391,5.566,0.427,0.438,1.15,1.403,0.242,-0.037,0.612,1.814,0.245,0.1284,0.391,0.4762,CAUTION,1,ZONE_B
2026-03-01 01:14:16,92.12,0.155,0.0314,0.882,0.01,-0.025,0.135,0.075,-0.017,0.049,0.027,0.155,0.052,0.0085,0.0314,0.1427,NOMINAL,0,ZONE_A
2026-03-01 08:58:38,760.0,6.56,1.5489,20.612,1.603,0.997,5.449,3.653,0.884,0.844,1.888,6.56,1.222,0.8901,1.5489,0.8568,CRITICAL,2,ZONE_C
2026-03-01 03:14:56,139.85,0.109,0.0548,1.109,0.045,0.011,0.09,0.061,-0.027,-0.001,0.046,0.109,0.027,0.0146,0.0548,0.1302,NOMINAL,0,ZONE_A
